Iteration,Algorithm,Core_Type,IPC,Memory_Usage,Cache_Hit_Rate
8,Radix,Out-of-Order,1.4,326.6,0.9
8,LU,Out-of-Order,1.61,545.4,0.88
8,Convolution,In-Order,0.84,554.6,0.79
8,Convolution,In-Order,1.04,339.2,0.77
8,Radix,Out-of-Order,1.68,510.4,0.89
8,Convolution,In-Order,1.13,533.1,0.8
8,LU,In-Order,1.31,480.7,0.77
8,Radix,Out-of-Order,1.24,578.8,0.89
8,FFT,Out-of-Order,1.32,379.0,0.89
8,Matrix_Multiplication,Out-of-Order,1.4,468.7,0.88
8,FFT,Out-of-Order,1.0,415.1,0.88
8,LU,Out-of-Order,1.25,361.0,0.89
8,Matrix_Multiplication,Out-of-Order,1.67,551.8,0.87
8,Matrix_Multiplication,Out-of-Order,1.05,499.1,0.89
8,Matrix_Multiplication,Out-of-Order,1.03,504.8,0.87
8,Radix,Out-of-Order,1.35,495.7,0.86
8,Matrix_Multiplication,In-Order,1.31,486.2,0.77
8,Matrix_Multiplication,In-Order,1.07,573.3,0.76
8,Radix,In-Order,1.33,412.4,0.78
8,Radix,In-Order,1.34,594.8,0.77
8,Matrix_Multiplication,In-Order,1.16,593.4,0.77
8,LU,In-Order,1.44,397.9,0.78
8,LU,In-Order,1.25,308.3,0.79
8,Convolution,In-Order,0.8,572.7,0.77
8,FFT,In-Order,1.16,596.8,0.79
8,LU,Out-of-Order,1.4,401.1,0.9
8,Matrix_Multiplication,In-Order,1.3,405.9,0.79
8,Matrix_Multiplication,Out-of-Order,1.79,462.3,0.88
8,FFT,Out-of-Order,1.5,598.4,0.89
8,FFT,In-Order,1.09,358.9,0.77
8,Radix,Out-of-Order,1.47,480.6,0.87
8,LU,In-Order,1.47,398.7,0.77
8,Matrix_Multiplication,In-Order,1.46,315.5,0.77
8,FFT,In-Order,1.15,490.2,0.78
8,FFT,In-Order,0.96,532.3,0.79
8,FFT,Out-of-Order,1.23,345.9,0.88
8,FFT,Out-of-Order,1.62,589.0,0.87
8,FFT,In-Order,1.33,503.6,0.78
8,Convolution,Out-of-Order,1.61,428.6,0.89
8,LU,In-Order,0.89,452.1,0.77
8,Matrix_Multiplication,In-Order,0.95,382.4,0.78
8,Convolution,Out-of-Order,1.46,521.7,0.86
8,LU,In-Order,1.3,433.9,0.79
8,Convolution,In-Order,1.09,330.0,0.79
8,Matrix_Multiplication,Out-of-Order,1.41,433.5,0.88
8,Convolution,Out-of-Order,1.61,565.5,0.86
8,FFT,Out-of-Order,1.51,406.1,0.87
8,Radix,Out-of-Order,1.75,453.1,0.87
8,FFT,Out-of-Order,1.53,560.5,0.87
8,Matrix_Multiplication,In-Order,1.44,524.4,0.77
8,Matrix_Multiplication,Out-of-Order,1.65,410.6,0.9
8,Radix,In-Order,0.82,345.0,0.78
8,Convolution,In-Order,1.18,309.5,0.8
8,LU,In-Order,1.45,428.1,0.8
8,Radix,In-Order,1.35,550.4,0.77
8,Matrix_Multiplication,Out-of-Order,1.14,402.7,0.88
8,Radix,In-Order,1.18,509.3,0.79
8,LU,In-Order,1.11,418.4,0.78
8,Matrix_Multiplication,In-Order,1.17,406.3,0.77
8,Matrix_Multiplication,In-Order,1.18,577.1,0.79
8,Matrix_Multiplication,Out-of-Order,1.69,514.5,0.86
8,FFT,In-Order,1.46,449.2,0.77
8,Convolution,Out-of-Order,1.4,384.5,0.86
8,LU,Out-of-Order,1.38,587.7,0.9
8,Convolution,In-Order,1.04,540.7,0.77
8,Convolution,In-Order,0.87,348.9,0.78
8,Matrix_Multiplication,In-Order,1.01,366.0,0.77
8,LU,Out-of-Order,1.53,453.7,0.87
8,Radix,In-Order,1.28,575.9,0.76
8,FFT,In-Order,1.05,490.5,0.78
8,Matrix_Multiplication,Out-of-Order,1.29,579.7,0.9
8,Matrix_Multiplication,In-Order,1.23,335.8,0.79
8,Matrix_Multiplication,In-Order,1.3,475.2,0.79
8,Radix,In-Order,0.88,525.7,0.79
8,Convolution,Out-of-Order,1.27,331.7,0.87
8,Matrix_Multiplication,Out-of-Order,1.02,495.9,0.86
8,LU,In-Order,1.0,400.2,0.77
8,Matrix_Multiplication,In-Order,1.42,455.9,0.77
8,Radix,In-Order,1.12,495.4,0.78
8,Convolution,In-Order,1.08,544.3,0.77
8,Convolution,In-Order,1.08,559.4,0.8
8,Radix,In-Order,1.21,580.7,0.8
8,LU,Out-of-Order,1.78,477.6,0.89
8,Convolution,Out-of-Order,1.69,342.6,0.9
8,Convolution,Out-of-Order,1.4,582.2,0.88
8,Matrix_Multiplication,Out-of-Order,1.11,392.0,0.87
8,FFT,In-Order,1.15,422.0,0.77
8,LU,In-Order,1.05,546.4,0.78
8,FFT,In-Order,1.31,427.4,0.77
8,FFT,Out-of-Order,1.64,473.6,0.89
8,Matrix_Multiplication,In-Order,0.98,505.9,0.78
8,Convolution,In-Order,1.23,351.4,0.78
8,Radix,In-Order,0.82,501.5,0.79
8,Convolution,In-Order,1.25,433.8,0.76
8,LU,Out-of-Order,1.54,539.9,0.87
8,Matrix_Multiplication,Out-of-Order,1.48,468.5,0.89
8,Radix,Out-of-Order,1.05,305.0,0.89
8,LU,Out-of-Order,1.12,509.0,0.86
8,Convolution,In-Order,1.18,587.6,0.79
8,Matrix_Multiplication,In-Order,1.48,342.2,0.76
8,FFT,Out-of-Order,1.75,334.5,0.9
8,Radix,Out-of-Order,1.58,506.0,0.89
8,Matrix_Multiplication,Out-of-Order,1.55,366.0,0.88
8,Matrix_Multiplication,Out-of-Order,1.75,551.5,0.88
8,Radix,Out-of-Order,1.48,404.9,0.88
8,Convolution,In-Order,1.15,353.7,0.78
8,Matrix_Multiplication,Out-of-Order,1.8,581.0,0.88
8,Radix,In-Order,0.83,495.9,0.76
8,Radix,In-Order,0.84,432.1,0.78
8,LU,Out-of-Order,1.16,454.3,0.89
8,Matrix_Multiplication,Out-of-Order,1.45,341.0,0.88
8,Radix,Out-of-Order,1.12,598.7,0.88
8,Radix,In-Order,1.45,537.6,0.78
8,LU,In-Order,1.44,435.9,0.78
8,LU,In-Order,1.42,431.1,0.76
8,FFT,In-Order,0.99,323.9,0.76
8,Convolution,In-Order,0.92,511.2,0.78
8,Matrix_Multiplication,In-Order,1.26,382.2,0.76
8,Matrix_Multiplication,Out-of-Order,1.06,543.1,0.89
8,Convolution,Out-of-Order,1.66,380.5,0.88
8,Matrix_Multiplication,Out-of-Order,1.37,483.2,0.89
8,LU,Out-of-Order,1.7,425.1,0.89
8,Convolution,Out-of-Order,1.5,403.3,0.87
8,LU,Out-of-Order,1.51,325.3,0.87
8,FFT,In-Order,0.92,483.7,0.79
8,FFT,Out-of-Order,1.64,306.8,0.86
8,Matrix_Multiplication,Out-of-Order,1.59,537.4,0.88
8,FFT,In-Order,0.96,558.8,0.76
8,Matrix_Multiplication,In-Order,1.1,476.7,0.76
8,Convolution,Out-of-Order,1.4,486.9,0.86
8,FFT,Out-of-Order,1.48,538.1,0.89
8,LU,Out-of-Order,1.1,445.7,0.88
8,FFT,In-Order,1.43,412.0,0.77
8,LU,In-Order,1.45,434.5,0.78
8,Matrix_Multiplication,Out-of-Order,1.67,351.7,0.87
8,FFT,Out-of-Order,1.14,538.4,0.88
8,LU,Out-of-Order,1.51,435.6,0.88
8,Convolution,In-Order,0.94,320.4,0.77
8,Matrix_Multiplication,In-Order,1.16,480.8,0.79
8,Radix,Out-of-Order,1.79,582.6,0.9
8,Convolution,Out-of-Order,1.77,425.3,0.89
8,Convolution,In-Order,1.08,446.4,0.77
8,FFT,In-Order,1.1,318.2,0.79
8,Convolution,In-Order,1.04,504.0,0.76
8,Convolution,Out-of-Order,1.17,345.8,0.9
8,LU,Out-of-Order,1.77,600.0,0.87
8,Convolution,In-Order,1.16,542.6,0.78
8,LU,Out-of-Order,1.57,470.1,0.88
8,Convolution,In-Order,1.33,502.2,0.77
8,Radix,In-Order,1.13,471.9,0.78
8,LU,In-Order,1.43,446.2,0.78
8,LU,In-Order,0.99,585.7,0.77
8,Radix,Out-of-Order,1.01,526.6,0.9
8,Radix,In-Order,1.48,390.0,0.8
8,Radix,In-Order,1.3,443.8,0.79
8,Convolution,Out-of-Order,1.39,380.6,0.88
8,Matrix_Multiplication,In-Order,0.91,378.6,0.77
8,FFT,In-Order,0.92,566.4,0.77
8,Radix,In-Order,1.4,336.7,0.78
8,Radix,Out-of-Order,1.21,448.3,0.88
8,LU,Out-of-Order,1.32,581.2,0.88
8,FFT,In-Order,1.14,465.7,0.77
8,Convolution,Out-of-Order,1.41,461.6,0.9
8,Radix,Out-of-Order,1.73,352.4,0.88
8,Convolution,Out-of-Order,1.47,444.9,0.87
8,LU,Out-of-Order,1.25,452.1,0.89
8,LU,Out-of-Order,1.42,492.7,0.9
8,Radix,In-Order,0.96,549.3,0.78
8,Matrix_Multiplication,In-Order,1.3,428.9,0.79
8,Convolution,In-Order,1.15,425.2,0.77
8,LU,Out-of-Order,1.73,348.0,0.87
8,Radix,Out-of-Order,1.35,543.9,0.87
8,Matrix_Multiplication,Out-of-Order,1.46,507.5,0.88
8,Radix,In-Order,1.42,449.1,0.8
8,Matrix_Multiplication,Out-of-Order,1.41,574.8,0.86
8,FFT,Out-of-Order,1.74,513.6,0.87
8,FFT,Out-of-Order,1.61,395.1,0.88
8,LU,In-Order,0.83,487.2,0.78
8,LU,In-Order,1.44,404.7,0.77
8,LU,In-Order,0.94,306.5,0.79
8,LU,In-Order,1.45,492.0,0.77
8,Radix,Out-of-Order,1.5,499.8,0.88
8,FFT,Out-of-Order,1.43,462.0,0.89
8,Convolution,In-Order,1.19,600.0,0.78
8,LU,Out-of-Order,1.72,480.0,0.89
8,FFT,In-Order,1.2,439.6,0.79
8,FFT,Out-of-Order,1.07,330.4,0.87
8,Matrix_Multiplication,Out-of-Order,1.38,364.4,0.89
8,LU,Out-of-Order,1.18,587.8,0.87
8,LU,Out-of-Order,1.01,416.9,0.88
8,Convolution,Out-of-Order,1.73,520.1,0.86
8,FFT,Out-of-Order,1.77,322.3,0.88
8,FFT,In-Order,1.25,436.9,0.77
8,Radix,Out-of-Order,1.25,308.9,0.87
8,LU,In-Order,0.81,506.0,0.77
8,Matrix_Multiplication,Out-of-Order,1.02,546.4,0.89
8,FFT,Out-of-Order,1.23,512.1,0.89
8,Convolution,Out-of-Order,1.3,397.4,0.87
8,Convolution,In-Order,1.28,449.0,0.78
8,LU,In-Order,1.22,320.6,0.77
8,Radix,Out-of-Order,1.3,529.7,0.88
8,LU,Out-of-Order,1.52,398.8,0.89
8,FFT,In-Order,1.42,458.8,0.77
8,FFT,Out-of-Order,1.54,464.9,0.87
8,Matrix_Multiplication,In-Order,1.31,420.8,0.77
8,Convolution,In-Order,1.17,419.3,0.79
8,Radix,Out-of-Order,1.5,383.8,0.9
8,Radix,In-Order,1.24,504.3,0.79
8,Matrix_Multiplication,Out-of-Order,1.01,400.5,0.87
8,FFT,In-Order,1.19,404.8,0.8
8,Radix,Out-of-Order,1.16,581.8,0.88
8,LU,Out-of-Order,1.51,388.9,0.87
8,Matrix_Multiplication,Out-of-Order,1.03,546.1,0.86
8,Radix,Out-of-Order,1.73,380.3,0.87
8,LU,In-Order,1.39,395.3,0.8
8,LU,Out-of-Order,1.4,410.3,0.87
8,LU,Out-of-Order,1.51,524.5,0.87
8,Radix,In-Order,0.98,549.7,0.76
8,FFT,Out-of-Order,1.62,487.9,0.9
8,LU,In-Order,1.38,563.6,0.8
9,Radix,In-Order,1.31,460.3,0.79
9,LU,Out-of-Order,1.73,407.0,0.9
9,FFT,In-Order,1.09,349.1,0.79
9,Radix,Out-of-Order,1.16,424.6,0.89
9,Matrix_Multiplication,In-Order,1.18,598.5,0.78
9,FFT,In-Order,1.39,394.9,0.79
9,FFT,In-Order,1.25,335.8,0.77
9,LU,Out-of-Order,1.21,416.5,0.91
9,LU,Out-of-Order,1.53,586.7,0.88
9,Radix,Out-of-Order,1.62,421.0,0.87
9,Convolution,In-Order,1.49,345.3,0.79
9,Convolution,Out-of-Order,1.59,453.2,0.89
9,LU,Out-of-Order,1.15,300.9,0.89
9,LU,Out-of-Order,1.65,478.7,0.89
9,Convolution,Out-of-Order,1.74,395.4,0.87
9,Radix,Out-of-Order,1.25,420.6,0.88
9,Matrix_Multiplication,Out-of-Order,1.33,584.7,0.88
9,FFT,Out-of-Order,1.53,323.1,0.9
9,Matrix_Multiplication,In-Order,0.94,510.1,0.78
9,Matrix_Multiplication,Out-of-Order,1.32,309.9,0.87
9,Radix,In-Order,0.98,447.1,0.77
9,Matrix_Multiplication,Out-of-Order,1.7,397.1,0.87
9,FFT,In-Order,0.81,425.2,0.79
9,Convolution,In-Order,0.86,402.3,0.78
9,FFT,Out-of-Order,1.42,443.0,0.87
9,Matrix_Multiplication,Out-of-Order,1.66,450.2,0.91
9,Radix,Out-of-Order,1.43,440.5,0.9
9,LU,In-Order,0.91,422.5,0.78
9,LU,In-Order,1.35,347.9,0.8
9,FFT,In-Order,1.02,320.0,0.8
9,Matrix_Multiplication,In-Order,1.19,331.7,0.8
9,Matrix_Multiplication,In-Order,1.38,426.5,0.79
9,LU,Out-of-Order,1.26,592.2,0.91
9,Convolution,Out-of-Order,1.58,403.3,0.89
9,Radix,Out-of-Order,1.26,377.3,0.89
9,LU,Out-of-Order,1.75,497.9,0.89
9,Radix,In-Order,0.86,315.0,0.78
9,Convolution,In-Order,0.97,396.6,0.8
9,Convolution,In-Order,1.11,545.9,0.81
9,Convolution,In-Order,1.1,537.8,0.78
9,Matrix_Multiplication,Out-of-Order,1.21,451.5,0.87
9,Radix,Out-of-Order,1.23,579.6,0.88
9,Radix,Out-of-Order,1.72,578.7,0.88
9,Radix,In-Order,1.03,528.4,0.79
9,FFT,In-Order,1.07,581.6,0.79
9,LU,In-Order,1.32,360.2,0.77
9,Matrix_Multiplication,Out-of-Order,1.54,424.8,0.87
9,Convolution,In-Order,1.35,314.1,0.78
9,Radix,In-Order,1.12,423.5,0.8
9,Matrix_Multiplication,In-Order,1.07,314.0,0.78
9,Convolution,Out-of-Order,1.6,546.6,0.89
9,Convolution,In-Order,0.86,520.4,0.79
9,Matrix_Multiplication,Out-of-Order,1.27,305.5,0.91
9,Matrix_Multiplication,In-Order,1.37,474.1,0.79
9,Matrix_Multiplication,In-Order,1.04,343.5,0.8
9,Matrix_Multiplication,In-Order,1.24,529.4,0.77
9,FFT,In-Order,1.23,509.1,0.78
9,FFT,In-Order,1.29,516.2,0.78
9,FFT,In-Order,1.28,444.2,0.79
9,Matrix_Multiplication,Out-of-Order,1.63,552.6,0.87
9,LU,In-Order,1.08,406.9,0.79
9,FFT,Out-of-Order,1.16,324.6,0.89
9,Matrix_Multiplication,In-Order,0.88,475.2,0.81
9,Radix,In-Order,1.49,462.6,0.79
9,Convolution,In-Order,0.91,518.1,0.79
9,Convolution,Out-of-Order,1.79,434.3,0.9
9,Matrix_Multiplication,Out-of-Order,1.16,329.9,0.89
9,Matrix_Multiplication,Out-of-Order,1.55,457.6,0.9
9,LU,Out-of-Order,1.54,577.2,0.89
9,LU,Out-of-Order,1.14,518.9,0.89
9,Convolution,In-Order,1.23,432.1,0.8
9,LU,Out-of-Order,1.46,474.8,0.88
9,Convolution,In-Order,0.86,436.1,0.77
9,Convolution,Out-of-Order,1.74,310.9,0.89
9,Radix,Out-of-Order,1.0,423.7,0.9
9,FFT,Out-of-Order,1.04,463.4,0.9
9,Radix,Out-of-Order,1.38,528.4,0.91
9,FFT,In-Order,1.23,553.8,0.79
9,Matrix_Multiplication,In-Order,0.9,439.7,0.81
9,Radix,In-Order,1.09,403.8,0.79
9,FFT,Out-of-Order,1.32,363.8,0.89
9,LU,Out-of-Order,1.55,510.2,0.88
9,Radix,Out-of-Order,1.24,504.8,0.89
9,LU,In-Order,1.0,394.6,0.77
9,FFT,In-Order,1.02,496.3,0.77
9,Matrix_Multiplication,In-Order,1.31,392.0,0.79
9,Radix,Out-of-Order,1.69,532.9,0.89
9,FFT,Out-of-Order,1.68,376.0,0.91
9,Convolution,Out-of-Order,1.55,420.7,0.9
9,Convolution,Out-of-Order,1.23,426.5,0.89
9,Radix,In-Order,1.03,412.0,0.81
9,LU,Out-of-Order,1.51,547.4,0.88
9,FFT,Out-of-Order,1.01,470.7,0.88
9,Convolution,In-Order,1.06,570.4,0.79
9,Convolution,In-Order,1.17,507.9,0.77
9,Radix,Out-of-Order,1.14,520.5,0.91
9,Radix,Out-of-Order,1.62,482.5,0.91
9,Convolution,Out-of-Order,1.19,350.6,0.89
9,LU,Out-of-Order,1.5,543.0,0.9
9,Radix,Out-of-Order,1.0,380.5,0.89
9,LU,In-Order,1.0,318.1,0.79
9,Matrix_Multiplication,Out-of-Order,1.49,574.1,0.91
9,LU,In-Order,1.41,517.8,0.79
9,Matrix_Multiplication,In-Order,1.21,474.7,0.79
9,Convolution,In-Order,1.41,330.0,0.77
9,Radix,In-Order,1.46,556.5,0.8
9,Radix,Out-of-Order,1.04,553.3,0.9
9,FFT,Out-of-Order,1.27,501.5,0.87
9,LU,Out-of-Order,1.55,360.6,0.9
9,Convolution,Out-of-Order,1.1,404.0,0.9
9,LU,In-Order,0.83,568.5,0.78
9,Convolution,In-Order,1.06,576.6,0.79
9,Matrix_Multiplication,In-Order,1.05,479.8,0.8
9,Matrix_Multiplication,In-Order,0.96,372.0,0.8
9,Radix,Out-of-Order,1.59,519.3,0.88
9,LU,In-Order,1.36,318.1,0.79
9,FFT,In-Order,1.04,592.2,0.78
9,Matrix_Multiplication,In-Order,1.41,486.1,0.8
9,Radix,Out-of-Order,1.41,334.2,0.9
9,Convolution,In-Order,0.89,409.8,0.77
9,Radix,Out-of-Order,1.11,363.5,0.9
9,LU,In-Order,1.22,437.7,0.78
9,Radix,In-Order,1.37,316.6,0.8
9,Convolution,In-Order,1.12,383.5,0.81
9,Convolution,In-Order,1.41,311.3,0.78
9,Matrix_Multiplication,In-Order,0.87,539.8,0.81
9,Convolution,In-Order,1.19,565.5,0.78
9,LU,In-Order,1.31,419.8,0.81
9,Matrix_Multiplication,In-Order,0.84,506.7,0.78
9,LU,In-Order,0.86,415.7,0.79
9,Convolution,In-Order,1.23,330.4,0.78
9,FFT,In-Order,1.09,543.8,0.79
9,LU,In-Order,1.11,542.7,0.78
9,Radix,Out-of-Order,1.54,522.2,0.89
9,Matrix_Multiplication,In-Order,0.85,509.9,0.8
9,LU,In-Order,1.29,384.2,0.79
9,Matrix_Multiplication,In-Order,1.14,537.8,0.8
9,FFT,Out-of-Order,1.27,528.3,0.87
9,Convolution,In-Order,1.33,354.0,0.77
9,Radix,Out-of-Order,1.17,478.3,0.91
9,Convolution,In-Order,1.4,534.2,0.77
9,Convolution,Out-of-Order,1.43,539.1,0.87
9,Radix,In-Order,0.95,369.5,0.79
9,Radix,In-Order,0.93,333.2,0.81
9,Radix,In-Order,1.37,437.5,0.8
9,FFT,In-Order,1.06,435.7,0.79
9,LU,In-Order,1.46,453.1,0.79
9,Radix,In-Order,0.93,491.5,0.8
9,LU,In-Order,1.27,344.6,0.8
9,Radix,In-Order,1.02,304.1,0.77
9,FFT,Out-of-Order,1.8,591.4,0.89
9,Convolution,In-Order,1.2,521.4,0.8
9,Matrix_Multiplication,In-Order,0.96,482.2,0.81
9,Matrix_Multiplication,In-Order,1.14,508.0,0.78
9,Matrix_Multiplication,In-Order,1.07,449.1,0.79
9,Radix,In-Order,1.26,556.0,0.79
9,LU,In-Order,1.37,479.6,0.79
9,Matrix_Multiplication,Out-of-Order,1.27,563.9,0.88
9,LU,In-Order,1.42,589.8,0.79
9,LU,Out-of-Order,1.08,530.8,0.87
9,Matrix_Multiplication,Out-of-Order,1.19,325.2,0.88
9,LU,Out-of-Order,1.62,499.3,0.89
9,Convolution,In-Order,1.03,481.3,0.8
9,Convolution,Out-of-Order,1.51,333.1,0.89
9,LU,In-Order,1.3,543.0,0.77
9,Convolution,Out-of-Order,1.07,467.3,0.87
9,FFT,Out-of-Order,1.21,384.1,0.9
9,LU,Out-of-Order,1.45,465.8,0.9
9,Matrix_Multiplication,In-Order,1.36,363.5,0.8
9,Convolution,In-Order,1.24,363.6,0.8
9,Matrix_Multiplication,In-Order,1.38,420.2,0.78
9,Convolution,Out-of-Order,1.73,463.0,0.88
9,LU,Out-of-Order,1.02,436.5,0.9
9,Radix,In-Order,1.43,435.4,0.78
9,Matrix_Multiplication,In-Order,1.21,327.5,0.79
9,LU,Out-of-Order,1.57,570.7,0.89
9,Convolution,Out-of-Order,1.62,491.2,0.89
9,Radix,In-Order,1.09,352.7,0.78
9,Radix,Out-of-Order,1.71,575.5,0.89
9,Radix,Out-of-Order,1.24,346.7,0.9
9,Convolution,In-Order,1.27,378.6,0.8
9,Radix,Out-of-Order,1.15,528.0,0.88
9,Matrix_Multiplication,In-Order,1.45,477.6,0.78
9,FFT,In-Order,1.16,428.0,0.77
9,FFT,In-Order,1.28,542.0,0.81
9,FFT,Out-of-Order,1.07,467.4,0.89
9,FFT,In-Order,0.9,447.3,0.77
9,Radix,Out-of-Order,1.11,374.0,0.91
9,LU,In-Order,1.36,331.3,0.79
9,Convolution,In-Order,1.21,407.3,0.79
9,LU,Out-of-Order,1.75,555.0,0.91
9,Radix,Out-of-Order,1.35,324.9,0.88
9,Matrix_Multiplication,In-Order,0.88,388.2,0.8
9,LU,Out-of-Order,1.26,473.6,0.87
9,Matrix_Multiplication,In-Order,1.48,539.4,0.77
9,LU,In-Order,0.98,537.3,0.79
9,Radix,Out-of-Order,1.32,561.3,0.89
9,FFT,Out-of-Order,1.59,430.4,0.88
9,Matrix_Multiplication,In-Order,1.17,531.2,0.79
9,LU,Out-of-Order,1.13,489.2,0.9
9,Radix,In-Order,0.89,401.6,0.8
9,FFT,In-Order,0.82,318.6,0.81
9,Radix,Out-of-Order,1.29,340.0,0.89
9,FFT,Out-of-Order,1.11,515.0,0.89
9,LU,In-Order,0.97,486.1,0.78
9,Convolution,In-Order,1.2,555.8,0.81
9,Matrix_Multiplication,Out-of-Order,1.09,335.0,0.91
9,Radix,In-Order,1.12,335.1,0.81
9,Radix,Out-of-Order,1.3,450.0,0.87
9,Radix,In-Order,0.85,559.0,0.81
9,Convolution,In-Order,1.28,586.3,0.81
9,LU,In-Order,1.12,428.9,0.8
9,FFT,Out-of-Order,1.51,438.3,0.9
9,Convolution,Out-of-Order,1.65,509.7,0.89
9,FFT,In-Order,1.35,385.7,0.8
9,LU,In-Order,1.32,357.4,0.79
9,LU,Out-of-Order,1.78,328.9,0.89
9,LU,In-Order,0.84,444.6,0.78
9,Convolution,Out-of-Order,1.14,370.2,0.87
9,LU,In-Order,1.16,340.4,0.81
9,Radix,In-Order,1.19,387.5,0.8
9,Convolution,In-Order,1.11,377.4,0.79
9,Radix,In-Order,1.06,436.2,0.79
9,LU,Out-of-Order,1.51,545.6,0.89
9,Convolution,Out-of-Order,1.34,464.5,0.88
9,LU,In-Order,1.49,432.7,0.78
9,Radix,In-Order,0.8,456.5,0.81
9,LU,In-Order,1.0,434.1,0.8
9,Radix,Out-of-Order,1.31,542.8,0.9
9,Matrix_Multiplication,In-Order,1.23,312.5,0.79
9,FFT,Out-of-Order,1.02,579.9,0.9
9,Radix,In-Order,0.95,457.1,0.8
9,Radix,In-Order,1.4,443.8,0.78
9,Radix,In-Order,1.42,405.4,0.77
9,Convolution,In-Order,0.98,304.8,0.79
9,LU,In-Order,1.49,477.1,0.8
9,FFT,Out-of-Order,1.38,581.2,0.89
9,Matrix_Multiplication,Out-of-Order,1.11,567.1,0.9
9,Convolution,In-Order,1.41,466.6,0.79
9,Convolution,Out-of-Order,1.6,549.5,0.9
9,FFT,In-Order,1.1,526.8,0.79
9,Convolution,Out-of-Order,1.73,593.8,0.87
9,FFT,In-Order,1.08,504.8,0.8
9,LU,In-Order,1.15,374.1,0.79
9,Matrix_Multiplication,In-Order,1.44,481.3,0.79
9,FFT,In-Order,0.99,380.3,0.79
9,Convolution,In-Order,1.11,452.8,0.81
9,Radix,Out-of-Order,1.26,377.3,0.9
9,FFT,In-Order,1.41,457.6,0.78
9,Convolution,In-Order,1.38,430.7,0.79
9,LU,In-Order,1.08,353.3,0.8
9,FFT,In-Order,1.16,321.8,0.8
9,Convolution,Out-of-Order,1.64,578.0,0.91
9,Radix,Out-of-Order,1.09,408.2,0.88
9,FFT,In-Order,0.84,479.9,0.77
9,FFT,In-Order,1.17,300.7,0.77
9,Matrix_Multiplication,Out-of-Order,1.76,411.5,0.88
9,Convolution,Out-of-Order,1.19,405.8,0.87
9,Matrix_Multiplication,In-Order,1.45,370.6,0.78
9,LU,In-Order,1.24,587.7,0.78
9,FFT,Out-of-Order,1.44,343.3,0.88
9,Matrix_Multiplication,Out-of-Order,1.78,506.7,0.88
9,LU,In-Order,0.85,383.9,0.8
9,LU,Out-of-Order,1.27,577.8,0.89
9,Matrix_Multiplication,Out-of-Order,1.49,555.3,0.88
9,Matrix_Multiplication,In-Order,1.23,583.3,0.8
9,Radix,In-Order,1.47,433.2,0.79
9,FFT,In-Order,1.12,382.3,0.79
9,FFT,In-Order,1.47,406.9,0.79
9,Matrix_Multiplication,In-Order,1.18,327.1,0.8
9,Radix,Out-of-Order,1.09,579.1,0.88
9,Matrix_Multiplication,Out-of-Order,1.49,573.0,0.89
9,Matrix_Multiplication,In-Order,1.38,452.5,0.8
9,Convolution,Out-of-Order,1.26,524.1,0.9
9,LU,Out-of-Order,1.19,517.7,0.9
9,Convolution,Out-of-Order,1.59,327.9,0.9
9,FFT,Out-of-Order,1.77,382.4,0.9
9,Convolution,In-Order,1.01,462.1,0.8
9,Radix,In-Order,1.39,421.1,0.8
9,LU,In-Order,1.25,599.7,0.81
9,FFT,In-Order,1.25,334.3,0.8
9,FFT,In-Order,0.92,418.6,0.78
9,FFT,In-Order,1.0,575.2,0.79
9,Radix,Out-of-Order,1.15,329.8,0.88
9,LU,In-Order,1.44,419.2,0.8
9,FFT,In-Order,1.21,315.9,0.77
9,FFT,In-Order,1.08,349.1,0.8
9,Radix,In-Order,1.02,343.4,0.81
9,Convolution,Out-of-Order,1.5,465.8,0.89
9,Radix,Out-of-Order,1.63,420.7,0.87
9,FFT,In-Order,0.88,545.8,0.8
9,Convolution,Out-of-Order,1.5,351.2,0.91
9,FFT,In-Order,1.17,461.9,0.8
9,Radix,In-Order,1.44,365.8,0.81
9,Matrix_Multiplication,In-Order,1.13,442.6,0.79
9,Convolution,Out-of-Order,1.08,557.9,0.89
9,Convolution,In-Order,1.04,482.7,0.78
9,LU,In-Order,1.44,376.0,0.77
9,LU,Out-of-Order,1.62,586.8,0.88
9,Matrix_Multiplication,In-Order,1.05,456.8,0.78
9,Radix,In-Order,0.83,574.7,0.77
9,Matrix_Multiplication,In-Order,1.05,552.3,0.78
9,FFT,Out-of-Order,1.33,340.6,0.89
9,Radix,Out-of-Order,1.63,305.4,0.89
9,FFT,In-Order,1.31,508.8,0.78
9,FFT,Out-of-Order,1.45,526.6,0.91
9,LU,Out-of-Order,1.42,513.8,0.9
9,LU,In-Order,0.95,579.2,0.79
9,LU,Out-of-Order,1.69,386.2,0.91
9,Radix,In-Order,1.16,573.4,0.8
9,Convolution,Out-of-Order,1.19,335.2,0.87
9,FFT,Out-of-Order,1.73,315.6,0.88
9,Matrix_Multiplication,In-Order,1.36,325.3,0.78
9,Convolution,In-Order,1.4,575.8,0.79
9,FFT,In-Order,0.84,552.9,0.79
9,Radix,In-Order,0.85,417.0,0.78
9,Matrix_Multiplication,Out-of-Order,1.22,415.3,0.91
9,LU,Out-of-Order,1.56,469.3,0.88
9,Matrix_Multiplication,In-Order,0.86,422.7,0.8
9,Convolution,Out-of-Order,1.7,502.7,0.9
9,Convolution,In-Order,0.88,302.1,0.79
9,Convolution,In-Order,1.0,339.2,0.81
